,,
ImmunizationEvaluation,,
:sent,0..1,dateTime
:note,0..*,Annotation
:priority,0..1,code
:status,1..1,code
:sender,0..1,Reference
:identifier,0..*,Identifier
:inResponseTo,0..*,Reference
:basedOn,0..*,Reference
:partOf,0..*,Reference
:subject,0..1,Reference
:about,0..*,Reference
:reasonReference,0..*,Reference
,,
MedicationDispense,,
:category,0..1,CodeableConcept
:whenHandedOver,0..1,dateTime
:whenPrepared,0..1,dateTime
:substitution.wasSubstituted,1..1,boolean
:eventHistory,0..*,Reference
:performer.actor,1..1,Reference
:substitution,0..1,
:detectedIssue,0..*,Reference
:performer.function,0..1,CodeableConcept
:type,0..1,CodeableConcept
:note,0..*,Annotation
:supportingInformation,0..*,Reference
:status,1..1,code
:dosageInstruction,0..*,Dosage
:daysSupply,0..1,SimpleQuantity
:identifier,0..*,Identifier
:context,0..1,Reference
:quantity,0..1,SimpleQuantity
:partOf,0..*,Reference
:substitution.type,0..1,CodeableConcept
:statusReason_x_,0..1,CodeableConcept
:location,0..1,Reference
:authorizingPrescription,0..*,Reference
:receiver,0..*,Reference
:subject,0..1,Reference
:destination,0..1,Reference
:substitution.responsibleParty,0..*,Reference
:performer,0..*,
:medication_x_,1..1,CodeableConcept
:substitution.reason,0..*,CodeableConcept
,,
ImagingStudy,,
:description,0..1,string
:started,0..1,dateTime
:numberOfSeries,0..1,unsignedInt
:series.bodySite,0..1,Coding
:series.number,0..1,unsignedInt
:series.uid,1..1,id
:series.specimen,0..*,Reference
:interpreter,0..*,Reference
:series.modality,1..1,Coding
:series,0..*,
:procedureReference,0..1,Reference
:encounter,0..1,Reference
:series.instance.number,0..1,unsignedInt
:reasonCode,0..*,CodeableConcept
:modality,0..*,Coding
:series.instance,0..*,
:series.laterality,0..1,Coding
:series.numberOfInstances,0..1,unsignedInt
:note,0..*,Annotation
:series.started,0..1,dateTime
:referrer,0..1,Reference
:series.performer,0..*,
:status,1..1,code
:series.description,0..1,string
:series.instance.sopClass,1..1,Coding
:series.performer.function,0..1,CodeableConcept
:identifier,0..*,Identifier
:series.instance.title,0..1,string
:series.instance.uid,1..1,id
:series.performer.actor,1..1,Reference
:basedOn,0..*,Reference
:series.endpoint,0..*,Reference
:location,0..1,Reference
:endpoint,0..*,Reference
:subject,1..1,Reference
:numberOfInstances,0..1,unsignedInt
:reasonReference,0..*,Reference
:procedureCode,0..*,CodeableConcept
,,
ChargeItem,,
:occurrence_x_,0..1,dateTime
:service,0..*,Reference
:product_x_,0..1,Reference
:definitionUri,0..*,uri
:performer.actor,1..1,Reference
:enterer,0..1,Reference
:requestingOrganization,0..1,Reference
:performer.function,0..1,CodeableConcept
:definitionCanonical,0..*,canonical
:bodysite,0..*,CodeableConcept
:costCenter,0..1,Reference
:note,0..*,Annotation
:account,0..*,Reference
:reason,0..*,CodeableConcept
:supportingInformation,0..*,Reference
:status,1..1,code
:code,1..1,CodeableConcept
:identifier,0..*,Identifier
:context,0..1,Reference
:quantity,0..1,Quantity
:partOf,0..*,Reference
:priceOverride,0..1,Money
:enteredDate,0..1,dateTime
:overrideReason,0..1,string
:performingOrganization,0..1,Reference
:subject,1..1,Reference
:factorOverride,0..1,decimal
:performer,0..*,
,,
AdverseEvent,,
:category,0..*,CodeableConcept
:actuality,1..1,code
:date,0..1,dateTime
:suspectEntity.causality,0..*,
:suspectEntity.causality.productRelatedness,0..1,string
:study,0..*,Reference
:encounter,0..1,Reference
:suspectEntity.instance,1..1,Reference
:suspectEntity,0..*,
:referenceDocument,0..*,Reference
:outcome,0..1,CodeableConcept
:suspectEntity.causality.method,0..1,CodeableConcept
:recordedDate,0..1,dateTime
:event,0..1,CodeableConcept
:suspectEntity.causality.author,0..1,Reference
:contributor,0..*,Reference
:subjectMedicalHistory,0..*,Reference
:recorder,0..1,Reference
:seriousness,0..1,CodeableConcept
:severity,0..1,CodeableConcept
:identifier,0..1,Identifier
:detected,0..1,dateTime
:location,0..1,Reference
:subject,1..1,Reference
:suspectEntity.causality.assessment,0..1,CodeableConcept
:resultingCondition,0..*,Reference
,,
Media,,
:created_x_,0..1,dateTime
:deviceName,0..1,string
:encounter,0..1,Reference
:content,1..1,Attachment
:frames,0..1,positiveInt
:width,0..1,positiveInt
:reasonCode,0..*,CodeableConcept
:type,0..1,CodeableConcept
:modality,0..1,CodeableConcept
:duration,0..1,decimal
:note,0..*,Annotation
:status,1..1,code
:identifier,0..*,Identifier
:operator,0..1,Reference
:bodySite,0..1,CodeableConcept
:issued,0..1,instant
:device,0..1,Reference
:basedOn,0..*,Reference
:partOf,0..*,Reference
:subject,0..1,Reference
:view,0..1,CodeableConcept
:height,0..1,positiveInt
,,
SubstancePolymer,,
:repeat.repeatUnit.structuralRepresentation.representation,0..1,string
:monomerSet.startingMaterial,0..*,
:repeat.repeatUnit.orientationOfPolymerisation,0..1,CodeableConcept
:monomerSet,0..*,
:repeat.repeatUnit.degreeOfPolymerisation,0..*,
:monomerSet.startingMaterial.amount,0..1,SubstanceAmount
:repeat.repeatUnit,0..*,
:repeat.repeatUnit.degreeOfPolymerisation.amount,0..1,SubstanceAmount
:monomerSet.ratioType,0..1,CodeableConcept
:repeat.repeatUnit.structuralRepresentation,0..*,
:repeat.repeatUnit.degreeOfPolymerisation.degree,0..1,CodeableConcept
:repeat.repeatUnit.amount,0..1,SubstanceAmount
:geometry,0..1,CodeableConcept
:monomerSet.startingMaterial.type,0..1,CodeableConcept
:copolymerConnectivity,0..*,CodeableConcept
:repeat.numberOfUnits,0..1,integer
:repeat.repeatUnit.repeatUnit,0..1,string
:class,0..1,CodeableConcept
:modification,0..*,string
:repeat.averageMolecularFormula,0..1,string
:monomerSet.startingMaterial.isDefining,0..1,boolean
:repeat,0..*,
:monomerSet.startingMaterial.material,0..1,CodeableConcept
:repeat.repeatUnitAmountType,0..1,CodeableConcept
:repeat.repeatUnit.structuralRepresentation.attachment,0..1,Attachment
:repeat.repeatUnit.structuralRepresentation.type,0..1,CodeableConcept
,,
QuestionnaireResponse,,
:item.text,0..1,string
:item.linkId,1..1,string
:item.definition,0..1,uri
:questionnaire,0..1,canonical
:item.answer.item,0..*,See QuestionnaireResponse.item
:encounter,0..1,Reference
:item.answer.value_x_,0..1,boolean
:item,0..*,
:item.answer,0..*,
:item.item,0..*,See QuestionnaireResponse.item
:source,0..1,Reference
:author,0..1,Reference
:status,1..1,code
:identifier,0..1,Identifier
:basedOn,0..*,Reference
:authored,0..1,dateTime
:partOf,0..*,Reference
:subject,0..1,Reference
,,
Coverage,,
:policyHolder,0..1,Reference
:class.name,0..1,string
:costToBeneficiary.exception.type,1..1,CodeableConcept
:costToBeneficiary.type,0..1,CodeableConcept
:beneficiary,1..1,Reference
:contract,0..*,Reference
:costToBeneficiary.exception.period,0..1,Period
:costToBeneficiary.exception,0..*,
:relationship,0..1,CodeableConcept
:type,0..1,CodeableConcept
:costToBeneficiary,0..*,
:class.value,1..1,string
:subrogation,0..1,boolean
:subscriber,0..1,Reference
:payor,1..*,Reference
:status,1..1,code
:class,0..*,
:identifier,0..*,Identifier
:order,0..1,positiveInt
:network,0..1,string
:period,0..1,Period
:dependent,0..1,string
:costToBeneficiary.value_x_,1..1,SimpleQuantity
:class.type,1..1,CodeableConcept
:subscriberId,0..1,string
,,
Procedure,,
:category,0..1,CodeableConcept
:report,0..*,Reference
:usedCode,0..*,CodeableConcept
:usedReference,0..*,Reference
:instantiatesCanonical,0..*,canonical
:instantiatesUri,0..*,uri
:performer.actor,1..1,Reference
:focalDevice,0..*,
:encounter,0..1,Reference
:complicationDetail,0..*,Reference
:performer.onBehalfOf,0..1,Reference
:performer.function,0..1,CodeableConcept
:focalDevice.manipulated,1..1,Reference
:reasonCode,0..*,CodeableConcept
:statusReason,0..1,CodeableConcept
:outcome,0..1,CodeableConcept
:asserter,0..1,Reference
:note,0..*,Annotation
:complication,0..*,CodeableConcept
:status,1..1,code
:recorder,0..1,Reference
:code,0..1,CodeableConcept
:identifier,0..*,Identifier
:bodySite,0..*,CodeableConcept
:basedOn,0..*,Reference
:partOf,0..*,Reference
:location,0..1,Reference
:followUp,0..*,CodeableConcept
:subject,1..1,Reference
:performed_x_,0..1,dateTime
:performer,0..*,
:reasonReference,0..*,Reference
:focalDevice.action,0..1,CodeableConcept
,,
AuditEvent,,
:entity.description,0..1,string
:agent.policy,0..*,uri
:source.site,0..1,string
:agent.media,0..1,Coding
:outcomeDesc,0..1,string
:entity.lifecycle,0..1,Coding
:agent.network.address,0..1,string
:source.observer,1..1,Reference
:agent.location,0..1,Reference
:type,1..1,Coding
:agent.altId,0..1,string
:outcome,0..1,code
:agent.type,0..1,CodeableConcept
:source,1..1,
:recorded,1..1,instant
:agent,1..*,
:entity.name,0..1,string
:entity.what,0..1,Reference
:entity.role,0..1,Coding
:source.type,0..*,Coding
:purposeOfEvent,0..*,CodeableConcept
:entity.query,0..1,base64Binary
:agent.who,0..1,Reference
:agent.network.type,0..1,code
:action,0..1,code
:entity.securityLabel,0..*,Coding
:period,0..1,Period
:agent.role,0..*,CodeableConcept
:entity.detail,0..*,
:entity.detail.type,1..1,string
:agent.requestor,1..1,boolean
:agent.purposeOfUse,0..*,CodeableConcept
:entity,0..*,
:entity.type,0..1,Coding
:agent.network,0..1,
:agent.name,0..1,string
:entity.detail.value_x_,1..1,string
:subtype,0..*,Coding
,,
PaymentReconciliation,,
:detail.type,1..1,CodeableConcept
:requestor,0..1,Reference
:detail.submitter,0..1,Reference
:request,0..1,Reference
:paymentAmount,1..1,Money
:processNote,0..*,
:detail.predecessor,0..1,Identifier
:created,1..1,dateTime
:outcome,0..1,code
:processNote.text,0..1,string
:detail.date,0..1,date
:disposition,0..1,string
:detail.identifier,0..1,Identifier
:paymentIdentifier,0..1,Identifier
:detail.response,0..1,Reference
:status,1..1,code
:paymentDate,1..1,date
:identifier,0..*,Identifier
:processNote.type,0..1,code
:detail.payee,0..1,Reference
:period,0..1,Period
:detail.responsible,0..1,Reference
:paymentIssuer,0..1,Reference
:formCode,0..1,CodeableConcept
:detail.amount,0..1,Money
:detail.request,0..1,Reference
:detail,0..*,
,,
MedicinalProductManufactured,,
:manufacturedDoseForm,1..1,CodeableConcept
:unitOfPresentation,0..1,CodeableConcept
:quantity,1..1,Quantity
:manufacturer,0..*,Reference
:ingredient,0..*,Reference
:physicalCharacteristics,0..1,ProdCharacteristic
:otherCharacteristics,0..*,CodeableConcept
,,
CompartmentDefinition,,
:description,0..1,markdown
:date,0..1,dateTime
:publisher,0..1,string
:purpose,0..1,markdown
:name,1..1,string
:useContext,0..*,UsageContext
:experimental,0..1,boolean
:search,1..1,boolean
:status,1..1,code
:resource.documentation,0..1,string
:resource,0..*,
:resource.param,0..*,string
:url,1..1,uri
:code,1..1,code
:version,0..1,string
:contact,0..*,ContactDetail
:resource.code,1..1,code
,,
Organization,,
:address,0..*,Address
:contact.address,0..1,Address
:contact.purpose,0..1,CodeableConcept
:name,0..1,string
:type,0..*,CodeableConcept
:contact.telecom,0..*,ContactPoint
:alias,0..*,string
:active,0..1,boolean
:contact.name,0..1,HumanName
:identifier,0..*,Identifier
:telecom,0..*,ContactPoint
:partOf,0..1,Reference
:endpoint,0..*,Reference
:contact,0..*,
,,
ExplanationOfBenefit,,
:item.detail.udi,0..*,Reference
:patient,1..1,Reference
:insurance.coverage,1..1,Reference
:claimResponse,0..1,Reference
:item.adjudication.reason,0..1,CodeableConcept
:item.detail.subDetail.unitPrice,0..1,Money
:item.category,0..1,CodeableConcept
:diagnosis.diagnosis_x_,1..1,CodeableConcept
:payment.adjustment,0..1,Money
:careTeam.responsible,0..1,boolean
:benefitBalance.category,1..1,CodeableConcept
:insurance,1..*,
:addItem.detail.subDetail.adjudication,0..*,See ExplanationOfBenefit.item.adjudication
:item.detail.subDetail.quantity,0..1,SimpleQuantity
:item.informationSequence,0..*,positiveInt
:item.detail.subDetail.category,0..1,CodeableConcept
:payment.identifier,0..1,Identifier
:addItem.detail.quantity,0..1,SimpleQuantity
:benefitBalance.term,0..1,CodeableConcept
:item.procedureSequence,0..*,positiveInt
:benefitBalance,0..*,
:facility,0..1,Reference
:processNote,0..*,
:item.detail.subDetail.revenue,0..1,CodeableConcept
:addItem.subDetailSequence,0..*,positiveInt
:addItem.detail.modifier,0..*,CodeableConcept
:diagnosis,0..*,
:procedure.type,0..*,CodeableConcept
:preAuthRef,0..*,string
:item.noteNumber,0..*,positiveInt
:payment.type,0..1,CodeableConcept
:item.detail.subDetail.net,0..1,Money
:addItem.detailSequence,0..*,positiveInt
:item.detail,0..*,
:adjudication,0..*,See ExplanationOfBenefit.item.adjudication
:addItem.detail.subDetail.modifier,0..*,CodeableConcept
:payment.date,0..1,date
:addItem.detail.net,0..1,Money
:careTeam.qualification,0..1,CodeableConcept
:supportingInfo.category,1..1,CodeableConcept
:item.detail.modifier,0..*,CodeableConcept
:payee.type,0..1,CodeableConcept
:enterer,0..1,Reference
:supportingInfo,0..*,
:item.adjudication,0..*,
:addItem.net,0..1,Money
:item.adjudication.value,0..1,decimal
:use,1..1,code
:item.careTeamSequence,0..*,positiveInt
:addItem.unitPrice,0..1,Money
:payment,0..1,
:item.programCode,0..*,CodeableConcept
:addItem.productOrService,1..1,CodeableConcept
:item.detail.subDetail.noteNumber,0..*,positiveInt
:item.quantity,0..1,SimpleQuantity
:addItem.detail.productOrService,1..1,CodeableConcept
:addItem.detail.subDetail.unitPrice,0..1,Money
:addItem.location_x_,0..1,CodeableConcept
:related.claim,0..1,Reference
:item,0..*,
:addItem.detail.subDetail.noteNumber,0..*,positiveInt
:item.detail.subDetail,0..*,
:benefitBalance.financial.used_x_,0..1,unsignedInt
:supportingInfo.code,0..1,CodeableConcept
:item.net,0..1,Money
:addItem.detail.subDetail.productOrService,1..1,CodeableConcept
:addItem.detail.adjudication,0..*,See ExplanationOfBenefit.item.adjudication
:supportingInfo.timing_x_,0..1,date
:item.detail.programCode,0..*,CodeableConcept
:type,1..1,CodeableConcept
:insurance.preAuthRef,0..*,string
:created,1..1,dateTime
:procedure,0..*,
:payee.party,0..1,Reference
:outcome,1..1,code
:related,0..*,
:item.adjudication.amount,0..1,Money
:diagnosis.packageCode,0..1,CodeableConcept
:careTeam.role,0..1,CodeableConcept
:processNote.text,0..1,string
:addItem.detail.subDetail.quantity,0..1,SimpleQuantity
:supportingInfo.reason,0..1,Coding
:diagnosis.type,0..*,CodeableConcept
:benefitBalance.description,0..1,string
:disposition,0..1,string
:item.detail.revenue,0..1,CodeableConcept
:item.detail.subDetail.adjudication,0..*,See ExplanationOfBenefit.item.adjudication
:addItem.detail.subDetail.net,0..1,Money
:accident.location_x_,0..1,Address
:item.adjudication.category,1..1,CodeableConcept
:addItem.modifier,0..*,CodeableConcept
:item.productOrService,1..1,CodeableConcept
:insurance.focal,1..1,boolean
:addItem.detail.subDetail,0..*,
:item.detail.subDetail.modifier,0..*,CodeableConcept
:referral,0..1,Reference
:addItem.detail.noteNumber,0..*,positiveInt
:preAuthRefPeriod,0..*,Period
:item.detail.subDetail.factor,0..1,decimal
:supportingInfo.value_x_,0..1,boolean
:accident.date,0..1,date
:item.diagnosisSequence,0..*,positiveInt
:total,0..*,
:addItem.detail.unitPrice,0..1,Money
:diagnosis.sequence,1..1,positiveInt
:related.reference,0..1,Identifier
:payment.adjustmentReason,0..1,CodeableConcept
:procedure.sequence,1..1,positiveInt
:insurer,1..1,Reference
:item.revenue,0..1,CodeableConcept
:addItem.adjudication,0..*,See ExplanationOfBenefit.item.adjudication
:procedure.udi,0..*,Reference
:fundsReserve,0..1,CodeableConcept
:priority,0..1,CodeableConcept
:accident,0..1,
:status,1..1,code
:payee,0..1,
:careTeam.sequence,1..1,positiveInt
:prescription,0..1,Reference
:addItem.subSite,0..*,CodeableConcept
:benefitBalance.financial.type,1..1,CodeableConcept
:diagnosis.onAdmission,0..1,CodeableConcept
:benefitBalance.unit,0..1,CodeableConcept
:procedure.date,0..1,dateTime
:procedure.procedure_x_,1..1,CodeableConcept
:related.relationship,0..1,CodeableConcept
:supportingInfo.sequence,1..1,positiveInt
:item.detail.unitPrice,0..1,Money
:item.detail.factor,0..1,decimal
:benefitBalance.financial.allowed_x_,0..1,unsignedInt
:billablePeriod,0..1,Period
:identifier,0..*,Identifier
:processNote.type,0..1,code
:item.detail.subDetail.programCode,0..*,CodeableConcept
:item.encounter,0..*,Reference
:addItem.quantity,0..1,SimpleQuantity
:item.modifier,0..*,CodeableConcept
:item.udi,0..*,Reference
:item.detail.subDetail.sequence,1..1,positiveInt
:item.serviced_x_,0..1,date
:addItem.detail.factor,0..1,decimal
:item.sequence,1..1,positiveInt
:item.unitPrice,0..1,Money
:item.detail.net,0..1,Money
:item.detail.subDetail.udi,0..*,Reference
:benefitBalance.excluded,0..1,boolean
:item.location_x_,0..1,CodeableConcept
:form,0..1,Attachment
:benefitBalance.financial,0..*,
:accident.type,0..1,CodeableConcept
:subType,0..1,CodeableConcept
:item.detail.category,0..1,CodeableConcept
:item.detail.quantity,0..1,SimpleQuantity
:benefitBalance.name,0..1,string
:item.factor,0..1,decimal
:addItem.detail.subDetail.factor,0..1,decimal
:addItem.noteNumber,0..*,positiveInt
:total.amount,1..1,Money
:item.detail.adjudication,0..*,See ExplanationOfBenefit.item.adjudication
:item.detail.sequence,1..1,positiveInt
:addItem.bodySite,0..1,CodeableConcept
:fundsReserveRequested,0..1,CodeableConcept
:benefitPeriod,0..1,Period
:precedence,0..1,positiveInt
:item.detail.noteNumber,0..*,positiveInt
:formCode,0..1,CodeableConcept
:payment.amount,0..1,Money
:addItem.programCode,0..*,CodeableConcept
:provider,1..1,Reference
:addItem.factor,0..1,decimal
:addItem,0..*,
:processNote.language,0..1,CodeableConcept
:total.category,1..1,CodeableConcept
:originalPrescription,0..1,Reference
:addItem.detail,0..*,
:addItem.serviced_x_,0..1,date
:item.detail.subDetail.productOrService,1..1,CodeableConcept
:careTeam,0..*,
:processNote.number,0..1,positiveInt
:benefitBalance.network,0..1,CodeableConcept
:item.bodySite,0..1,CodeableConcept
:item.detail.productOrService,1..1,CodeableConcept
:addItem.provider,0..*,Reference
:careTeam.provider,1..1,Reference
:claim,0..1,Reference
:item.subSite,0..*,CodeableConcept
:addItem.itemSequence,0..*,positiveInt
,,
Composition,,
:category,0..*,CodeableConcept
:date,1..1,dateTime
:attester.time,0..1,dateTime
:section.entry,0..*,Reference
:section.mode,0..1,code
:event.detail,0..*,Reference
:encounter,0..1,Reference
:section.text,0..1,Narrative
:relatesTo.code,1..1,code
:section,0..*,
:attester,0..*,
:type,1..1,CodeableConcept
:section.focus,0..1,Reference
:title,1..1,string
:section.author,0..*,Reference
:author,1..*,Reference
:section.section,0..*,See Composition.section
:event,0..*,
:event.period,0..1,Period
:custodian,0..1,Reference
:event.code,0..*,CodeableConcept
:status,1..1,code
:section.emptyReason,0..1,CodeableConcept
:attester.mode,1..1,code
:section.title,0..1,string
:identifier,0..1,Identifier
:section.code,0..1,CodeableConcept
:relatesTo,0..*,
:attester.party,0..1,Reference
:relatesTo.target_x_,1..1,Identifier
:subject,0..1,Reference
:confidentiality,0..1,code
:section.orderedBy,0..1,CodeableConcept
,,
CoverageEligibilityResponse,,
:patient,1..1,Reference
:requestor,0..1,Reference
:insurance.coverage,1..1,Reference
:insurance.item.benefit.used_x_,0..1,unsignedInt
:insurance.item.term,0..1,CodeableConcept
:insurance.item.modifier,0..*,CodeableConcept
:insurance,0..*,
:insurance.item.authorizationSupporting,0..*,CodeableConcept
:request,1..1,Reference
:insurance.item.benefit,0..*,
:preAuthRef,0..1,string
:insurance.item.excluded,0..1,boolean
:insurance.item.network,0..1,CodeableConcept
:insurance.item.authorizationUrl,0..1,uri
:purpose,1..*,code
:insurance.item.benefit.allowed_x_,0..1,unsignedInt
:insurance.item.description,0..1,string
:error.code,1..1,CodeableConcept
:serviced_x_,0..1,date
:created,1..1,dateTime
:outcome,1..1,code
:disposition,0..1,string
:insurance.item.provider,0..1,Reference
:insurer,1..1,Reference
:status,1..1,code
:insurance.item,0..*,
:insurance.item.category,0..1,CodeableConcept
:insurance.item.unit,0..1,CodeableConcept
:identifier,0..*,Identifier
:insurance.item.productOrService,0..1,CodeableConcept
:error,0..*,
:form,0..1,CodeableConcept
:insurance.benefitPeriod,0..1,Period
:insurance.inforce,0..1,boolean
:insurance.item.name,0..1,string
:insurance.item.benefit.type,1..1,CodeableConcept
:insurance.item.authorizationRequired,0..1,boolean
,,
DocumentReference,,
:description,0..1,string
:category,0..*,CodeableConcept
:date,0..1,instant
:docStatus,0..1,code
:context.related,0..*,Reference
:content,1..*,
:relatesTo.code,1..1,code
:context.encounter,0..*,Reference
:type,0..1,CodeableConcept
:relatesTo.target,1..1,Reference
:context.practiceSetting,0..1,CodeableConcept
:author,0..*,Reference
:content.attachment,1..1,Attachment
:masterIdentifier,0..1,Identifier
:context.event,0..*,CodeableConcept
:custodian,0..1,Reference
:status,1..1,code
:context.facilityType,0..1,CodeableConcept
:identifier,0..*,Identifier
:relatesTo,0..*,
:context,0..1,
:context.period,0..1,Period
:securityLabel,0..*,CodeableConcept
:context.sourcePatientInfo,0..1,Reference
:subject,0..1,Reference
:authenticator,0..1,Reference
:content.format,0..1,Coding
,,
EventDefinition,,
:description,0..1,markdown
:date,0..1,dateTime
:endorser,0..*,ContactDetail
:publisher,0..1,string
:approvalDate,0..1,date
:jurisdiction,0..*,CodeableConcept
:purpose,0..1,markdown
:name,0..1,string
:subject_x_,0..1,CodeableConcept
:useContext,0..*,UsageContext
:copyright,0..1,markdown
:experimental,0..1,boolean
:topic,0..*,CodeableConcept
:title,0..1,string
:author,0..*,ContactDetail
:usage,0..1,string
:status,1..1,code
:subtitle,0..1,string
:url,0..1,uri
:identifier,0..*,Identifier
:lastReviewDate,0..1,date
:editor,0..*,ContactDetail
:reviewer,0..*,ContactDetail
:version,0..1,string
:trigger,1..*,TriggerDefinition
:relatedArtifact,0..*,RelatedArtifact
:contact,0..*,ContactDetail
:effectivePeriod,0..1,Period
,,
SubstanceProtein,,
:subunit.sequenceAttachment,0..1,Attachment
:subunit.sequence,0..1,string
:subunit.nTerminalModification,0..1,string
:subunit.cTerminalModificationId,0..1,Identifier
:subunit.nTerminalModificationId,0..1,Identifier
:subunit.length,0..1,integer
:subunit.subunit,0..1,integer
:sequenceType,0..1,CodeableConcept
:subunit.cTerminalModification,0..1,string
:disulfideLinkage,0..*,string
:numberOfSubunits,0..1,integer
:subunit,0..*,
,,
TerminologyCapabilities,,
:codeSystem.version.compositional,0..1,boolean
:description,0..1,markdown
:codeSystem.uri,0..1,canonical
:date,1..1,dateTime
:codeSystem.version.isDefault,0..1,boolean
:codeSystem.version.filter.op,1..*,code
:publisher,0..1,string
:codeSystem.version.code,0..1,string
:software.version,0..1,string
:expansion.textFilter,0..1,markdown
:jurisdiction,0..*,CodeableConcept
:purpose,0..1,markdown
:name,0..1,string
:expansion.parameter.documentation,0..1,string
:closure.translation,0..1,boolean
:useContext,0..*,UsageContext
:copyright,0..1,markdown
:experimental,0..1,boolean
:codeSystem.version,0..*,
:expansion.incomplete,0..1,boolean
:expansion.parameter.name,1..1,code
:expansion,0..1,
:title,0..1,string
:codeSystem.version.language,0..*,code
:codeSystem.version.filter,0..*,
:validateCode.translations,1..1,boolean
:software.name,1..1,string
:expansion.parameter,0..*,
:implementation.description,1..1,string
:expansion.hierarchical,0..1,boolean
:status,1..1,code
:validateCode,0..1,
:kind,1..1,code
:implementation.url,0..1,url
:translation,0..1,
:url,0..1,uri
:translation.needsMap,1..1,boolean
:codeSystem,0..*,
:codeSystem.version.filter.code,1..1,code
:codeSystem.subsumption,0..1,boolean
:software,0..1,
:codeSystem.version.property,0..*,code
:version,0..1,string
:contact,0..*,ContactDetail
:implementation,0..1,
:codeSearch,0..1,code
